,price,Modellår,Kilometer,farge,effekt,batterikapasitet,feature_model,url
2052,159900,2015,78600,Svart,141 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2053,130000,2015,209000,Sort,147 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2054,244009,2019,35902,Hvit,136 Hk,100 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2055,139000,2010,294313,Rød,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2056,284900,2019,40045,Sølv,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2057,289900,2019,49524,Ravennablue met,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2058,244034,2011,110000,Svart,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2059,225000,2017,170000,Sølvblå metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2060,185000,2014,116518,Grå,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2061,240000,2017,68500,Grå,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2062,224034,2016,75000,Grå,218 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2063,249000,2018,66600,Svart,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2064,289000,2017,99881,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2065,134034,2014,65000,Grå metallic,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2066,119000,2013,140500,Beige met,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2067,139000,2015,133000,Rød,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2068,119000,2017,73000,Blue silk metallic,95 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2069,284900,2015,94677,White,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2070,198000,2018,96800,Reflexsølv met.,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2071,119000,2015,57450,Svart,90 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2072,175000,2016,84000,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2073,139000,2014,99000,Grå,124 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2074,279000,2013,104000,Svart,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2075,149900,2008,161000,Grønn,117 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2076,259900,2016,59770,Rød,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2077,274000,2019,27937,Tungsten silver meta,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2078,214900,2020,15567,Limestone grey met,95 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2079,265000,1995,128000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2080,229000,2018,74300,Sort metallic,122 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2081,289034,2016,59440,Grå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2082,154034,2013,180000,METALIK,151 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2083,239034,2017,70958,Hvit,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2084,259000,2019,45351,Sølv,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2085,249000,2018,59000,Svart,122 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2086,199000,2014,125706,Grå,175 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2087,126729,2011,120000,Blå,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2088,140575,2021,29000,Grå,8 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2089,159000,2015,58000,Svart,116 Hk,24 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2090,139000,2018,49000,Grå,99 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2091,213982,2015,75000,Hvit,202 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2092,159000,2015,58000,Svart,116 Hk,24 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2093,139000,2018,49000,Grå,99 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2094,165000,2017,83200,Sølv,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2095,109000,2012,101126,Grå,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2096,174900,2016,76775,Hvit,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2097,139000,2014,45635,Sølv metallic,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2098,111729,2007,181900,Koksgrå metallic,211 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2099,135000,2014,165088,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2100,235000,2014,118354,Jupiter rød std. Lakk,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2101,265000,2016,69100,Rød,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2102,239000,2018,51346,Deep black perlmet.,115 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2103,139800,2013,158000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2104,149000,2003,309363,Sølv,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2105,169000,2012,132000,Hvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2106,259900,2012,142265,Black Sapphire Metallic,211 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2107,149900,2014,135000,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2108,108800,2016,11000,Metallic,90 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2109,189000,2018,92074,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2110,228500,2018,28600,Hvit,111 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2111,219000,2016,72350,Grå,272 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2112,149000,2016,102500,Svart,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2113,174034,2011,256000,Grå,211 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2114,269900,2003,119000,197 (OBSIDIANSCHWARZ - METALLICLACK),306 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2115,289800,2020,48000,Hvit,170 Hk,,charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
2116,129000,2014,191558,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2117,199000,2016,112500,Black magic perle,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2118,119000,2018,12174,Grå,69 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2119,119000,2016,99000,Rød,90 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2120,202999,2016,164000,Rød,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2121,269900,2020,44512,Deep black perlmet.,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2122,259900,2018,44000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2123,269000,2019,37509,Mythossort,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2124,179900,2016,114250,Hvit,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2125,127000,2007,68075,Racinggreen,207 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2126,174000,2013,138455,Sort,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2127,289000,2019,6400,Hvit,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2128,189000,2017,71377,Silver Metallic,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2129,226365,2015,116000,Hvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2130,199000,2018,61615,Silver Metallic,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2131,179000,2017,45229,Grå met,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2132,199000,2018,35047,Nebula Blue Metallic,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2133,181383,2015,264000,Grå,179 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2134,269900,2017,67500,Grå,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2135,219000,2017,110000,Oryx hvit perlemutt,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2136,259900,2018,41000,Hvit,170 Hk,,fully_charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
2137,188000,2015,91765,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2138,140000,1990,265238,Rød,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2139,149000,1974,12345,Gul,470 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2140,139000,2013,67700,Svart,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2141,219034,2018,86854,Kosmos blå,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2142,254034,2018,61075,Magnetic Grey,179 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2143,164000,2018,80200,Grå,92 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2144,129000,2014,134500,Blå,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2145,239900,2018,40389,Deep black perlmet.,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2146,289000,2019,44634,Mythossort,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2147,169900,2013,135719,Blå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2148,119000,2018,146530,Rød,99 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2149,138000,1981,44324,Blå,141 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2150,269900,2019,56000,Brun,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2151,149990,2008,175500,Svart,171 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2152,199034,2016,111200,Blå,218 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2153,212189,2019,81000,Grå,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2154,109000,2013,243702,Panthersort metallic,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2155,229900,2019,113000,Deep black perlmet.,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2156,179000,2012,152000,Blå,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2157,179000,2007,179100,Rød,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2158,269000,2021,15500,Machine Grey,145 Hk,36 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2159,119000,2011,99400,Metallic,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2160,129000,2012,130000,Reflexsølv metallic,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2161,129000,2012,66000,Sølv,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2162,169999,2013,212000,Grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2163,245000,2018,56700,Reflexsølv met.,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2164,189000,2017,176000,Sølv,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2165,169000,2019,31977,Dyp rød metallic,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2166,159000,2017,44077,Reflexsølv met.,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2167,179990,2018,19000,Grå,108 Hk,41 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2168,279900,2018,15000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2169,220000,2011,184000,Blå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2170,269000,2018,30500,Blå,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2171,209000,2021,17000,Svart,82 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2172,259000,2016,111170,Perlehvit metallic,197 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2173,129900,2014,40282,Grønn,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2174,199000,2012,222510,Sølv,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2175,289900,2017,100000,Svart,175 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2176,199000,2018,93000,Deep black perlmet.,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2177,289000,2020,38000,Blå,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2178,228800,2018,59000,Quartz Grey Metallic,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2179,139034,2017,65500,Metallic beige/gull,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2180,199000,2014,181000,Alpinhvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2181,149900,2015,119000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2182,181383,2018,45200,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2183,289000,2014,151600,Is hvit,181 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2184,189999,2016,166000,Blå,147 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2185,279000,2017,93654,Reflexsølv met.,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2186,119000,2012,83500,Brun met.,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2187,269900,2020,11950,Red Ruby Metallic,130 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2188,159000,2017,96071,Svart,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2189,229000,2018,75910,WAW,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2190,121383,2014,123490,Hvit,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2191,259000,2019,39149,Frozen White,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2192,129000,2014,179498,Silver met,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2193,149034,2012,100000,Hvit,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2194,279000,2019,15000,Svart,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2195,219000,2017,92500,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2196,249000,2015,87000,Sølv,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2197,110383,2015,125500,Grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2198,184034,2014,266000,Hvit,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2199,185000,2015,175000,Blå metallic,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2200,119880,2014,121431,Panther Black,182 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2201,115000,2018,46875,Polar White,67 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2202,149000,2019,40250,Phantom Black,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2203,139000,2018,62426,Aqua Sparkling,101 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2204,209900,2017,41000,Sølv,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2205,239000,2020,75000,Blå,186 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2206,249900,2019,39000,Rød,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2207,189000,2013,161100,Savile grå metalikk,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2208,289000,2017,132000,Svart,190 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2209,149000,2013,130638,Is hvit 614,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2210,135000,2015,104500,Grå og sort,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2211,175000,2013,172956,Sølv,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2212,209000,2018,30500,Beige,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2213,274900,2021,13500,Sølv,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2214,254900,2019,40706,Sølv,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2215,269900,2018,43092,Atlantic blue met,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2216,198900,2019,73800,Svart,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2217,119000,2016,157000,Rød,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2218,169900,2009,146800,Svart,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2219,149000,2013,45800,Brun,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2220,239900,2016,99900,Blå metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2221,259000,2016,175172,Deep Impact Blue met,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2222,199900,2018,65500,Hvit,111 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2223,199000,2016,175200,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2224,239900,2016,129000,Sølv,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2225,209000,2012,188000,Sort Metallic,190 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2226,199000,2020,62302,Grå Platinium (Metallic),100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2227,189000,2013,69000,Metallic,155 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2228,269900,2018,56074,Svart,284 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2229,275000,2019,127429,Hvit Banquise,130 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2230,275000,2016,153300,Bronse,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2231,149000,2012,80500,Svart,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2232,199000,2005,169900,black-sapphire metallic,334 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2233,159000,2010,272000,Brun,231 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2234,154034,2016,116500,Grå,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2235,139900,2017,204900,Rød,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2236,289900,2016,79000,Blå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2237,139900,2013,82250,Pure white,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2238,289000,1999,32700,Grønn,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2239,284900,2019,33800,Performance blue,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2240,279000,2017,99100,Rød,202 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2241,245000,2019,60000,Hvit,136 Hk,100 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2242,229900,2019,132529,Deep black perlmet.,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2243,249990,2011,163531,Y9C White Metallic,272 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2244,229000,2018,79996,Atlantic blue met,136 Hk,36 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2245,245000,2019,60000,Hvit,136 Hk,100 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2246,229900,2019,132529,Deep black perlmet.,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2247,249990,2011,163531,Y9C White Metallic,272 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2248,199000,2013,97600,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2249,289595,2019,23110,Sølv Met.,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2250,269034,2012,115000,havanna metallic,245 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2251,248900,2017,130000,White banquise,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2252,199900,2018,72100,Grå met.,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2253,289000,2019,34811,Magnetic,187 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2254,229000,2016,104945,Hvit,160 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2255,199900,2016,97000,Met,218 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2256,179000,2013,29600,Blå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2257,169000,2016,40950,Grå Met.,109 Hk,30 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2258,219000,2020,26800,Rød,92 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2259,139034,2017,27100,Blå,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2260,209000,2013,151500,Hvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2261,209000,2019,58484,Candyhvit,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2262,289000,2018,61000,Sort Perla Nera,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2263,113729,2009,89000,Grå,179 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2264,269900,2018,22244,Sølv met.,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2265,129900,2001,112000,Metallic,193 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2266,289000,2016,76800,Svart,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2267,224900,2017,51735,Black Met,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2268,139034,2012,57927,Sølv Met.,135 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2269,260034,2013,100000,Hvit,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2270,215000,2018,134000,Perle hvit,136 Hk,100 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2271,198900,2018,94620,grey metallic,130 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2272,119900,2013,64000,Svart,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2273,249000,2011,199550,Svart,245 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2274,220000,2018,93000,Grønn,122 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2275,159900,2017,111750,Sølv metallic,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2276,129900,2014,130500,Grå,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2277,229000,2015,56500,Svart,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2278,239900,2015,96583,Deep crystal blue metallic,175 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2279,289000,2016,85000,Sølv Metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2280,269900,2019,29316,Moondust Silver metallic,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2281,247900,2016,66700,Hvit met.,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2282,229000,2018,34483,Grå,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2283,178700,2016,125000,Deep black perlmet.,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2284,268000,2019,45000,Atlantic blue met,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2285,183900,2019,58616,Frozen White,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2286,124000,2011,148500,Sølv,156 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2287,229000,2018,16417,rød metallic,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2288,119900,2019,55200,Grå,75 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2289,173000,2016,37943,Sølv,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2290,149990,2013,158500,Pepper Gray Metallic,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2291,198000,2018,66450,Magnetic,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2292,189000,2018,61000,Hvit,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2293,169000,2018,20900,Grå,67 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2294,219000,2016,63000,Hvit,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2295,261729,1999,150000,Hvit,345 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2296,238900,2018,122489,Rød,204 Hk,60 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2297,119900,2013,175659,Hvit,115 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2298,150000,1992,440000,Grå,167 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
2299,169000,2014,95500,Calcite hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
