,price,Modellår,Kilometer,farge,effekt,batterikapasitet,feature_model,url
497,209000,2016,69500,Grå metallic,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
498,171429,2007,216000,Grå,235 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
499,169000,2014,124300,Le-mans-blau,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
500,255450,2018,52914,Hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
501,139000,2017,62000,Frozen White,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
502,249383,2017,121000,Blå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
503,109999,2017,59000,Rød,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
504,289900,2014,112451,Hvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
505,211009,2018,63000,Grå,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
506,229000,2009,82000,Gråtonet,296 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
507,149383,2017,119000,Sølv,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
508,159000,2017,47000,Hvit,75 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
509,229000,2014,161000,Grå,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
510,289034,2018,160600,Sølv,190 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
511,179000,2015,128000,Grå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
512,119034,2016,130449,Brun,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
513,109900,2011,200000,Metallic,167 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
514,274034,2017,173429,Hvit,190 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
515,169000,2019,107000,Hvit,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
516,215000,2010,116500,Sølv,211 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
517,154000,2017,120800,Bright silver Metalic,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
518,225000,2007,170000,IRIDIUMSILBER - METALLICLACK,306 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
519,268999,2020,48000,Hvit,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
520,209900,2015,136000,Sølv,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
521,215000,2018,13900,Hvit perlemor met,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
522,259900,2019,36250,Mythossort,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
523,181383,2017,142588,Blå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
524,223999,2018,35000,Hvit,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
525,269900,2019,41061,Svart,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
526,159000,2017,45000,Grå,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
527,139034,2012,156500,metallic,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
528,139000,2011,195000,Grå,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
529,199999,2014,57900,Mineralgrå,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
530,118034,2012,108000,Svart,114 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
531,111729,2010,178000,Svart,197 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
532,276729,2011,150123,Hvit,306 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
533,239900,2016,112000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
534,131729,2011,158000,Sølv,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
535,204034,2014,180000,Space-Grey metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
536,209034,2015,125055,Grå,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
537,129900,2013,116900,Jupiter rød,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
538,215000,2019,71000,Grå,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
539,159000,2018,57420,Hvit,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
540,199999,2011,238000,Coax grå metallic,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
541,179000,2010,131500,Blå,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
542,234000,2013,72000,Grå blå metallic,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
543,139000,2012,180000,Grå metallic,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
544,108383,2011,182000,Sølv,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
545,149990,2007,216700,Metallic,231 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
546,199000,2006,172000,Metallic,233 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
547,129900,2015,101400,Grå,99 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
548,130000,1991,266339,Hvit,,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
549,129034,2013,118000,Sølvgråmetallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
550,156154,2010,250500,Sølvmet,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
551,199000,2016,114200,Hvit,141 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
552,159009,2017,77500,Grå,115 Hk,24 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
553,169034,2013,122955,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
554,189990,2017,79700,Grå,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
555,164800,2018,32400,Svart,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
556,199500,2014,149000,Blå Metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
557,269670,2020,21400,Dove White,143 Hk,44 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
558,219000,2008,151000,Carbonsort Metallic,235 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
559,249000,2018,91861,Cavansite Blue Metallic,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
560,289000,2015,100000,Hvit,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
561,115429,2010,149000,Sølv,156 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
562,249000,2018,91861,Cavansite Blue Metallic,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
563,289000,2015,100000,Hvit,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
564,169999,2012,175000,Svart,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
565,165000,2017,35000,Metallic Grå,111 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
566,279030,2016,128000,Titanium Grå,209 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
567,283034,2016,104900,Svart,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
568,249000,2018,96000,Pearl White 2- Tone,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
569,118000,2011,151000,Svart,156 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
570,186938,2017,97433,Sølv,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
571,119729,2009,235000,Grå,185 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
572,119729,2011,226000,Met,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
573,225000,2017,80000,METALLIC LAKK,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
574,127900,2012,202000,Grå,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
575,192880,2016,100500,Ceramic,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
576,249000,2015,90000,Sølv,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
577,169980,2018,102000,Metallic,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
578,236009,2014,249800,Solid Black,306 Hk,85 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
579,163034,2013,121000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
580,139000,2017,74000,Blå,99 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
581,276729,2011,175000,Hvit,245 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
582,156729,2008,251318,Grå,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
583,160729,2011,206000,Svart,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
584,238900,2019,36729,Rød,119 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
585,149999,2009,149500,Hvit,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
586,194034,2015,57334,Blå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
587,228034,2015,142500,Grå metallic,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
588,235000,2015,89000,Power Blue Metallic,283 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
589,103982,2012,150000,Grå,124 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
590,129000,2017,106000,Kvit perlemor,109 Hk,30 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
591,205000,2017,45500,Polar White,120 Hk,28 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
592,251729,1995,406000,Grå,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
593,214034,2016,102000,Sølv,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
594,279034,2012,150000,Brun,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
595,186154,2003,10100,Rød,385 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
596,289729,2006,90800,Svart,235 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
597,204034,2012,158000,Hvit,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
598,199000,2019,58280,Grå,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
599,121729,2010,188000,Svart,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
600,275000,2020,21000,Tungsten sølv metalic,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
601,149034,2017,45000,Hvit,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
602,289000,2020,27500,Sølv,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
603,178982,2014,80000,Metallic,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
604,149034,2014,148000,Pure white 0q0q,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
605,249900,2017,63478,Svart,170 Hk,,fully_charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
606,234800,2016,95000,Hvit,175 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
607,249729,2010,143000,Foliert Antrasitt grå karosseri m/ svart tak (Orginalfarge er Imperial-blau Brillant Metallic m/svart tak),449 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
608,124034,2016,200300,Dark grey,204 Hk,47 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
609,129900,2014,138000,Metallic,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
610,199034,2017,70100,Grå,204 Hk,8 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
611,249900,2020,17765,Sølv metallic,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
612,180000,1965,123456,Svart,160 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
613,178900,2013,140427,space-grey metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
614,119999,2015,61500,mett.,101 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
615,196383,2016,181000,Hvit,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
616,114034,2015,138729,Perlemor,124 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
617,233034,2014,111542,Sparkling brown metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
618,229800,2019,30820,Blå,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
619,224034,2014,109000,Lekker metallic lakk sølv.,156 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
620,113034,2013,91000,Svart Metallic,105 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
621,244034,2014,86000,Mineral Grå metallic,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
622,176383,2018,276432,Hvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
623,179000,2015,129258,Black Pearl Metallic,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
624,179000,2016,93300,Metallic,95 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
625,107000,2011,159500,Sølv metallic,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
626,144034,2012,115000,Lilla,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
627,139000,2020,200770,Hvit,130 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
628,249034,2015,146000,Hvit,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
629,231729,2010,209000,Black-sapphire metallic (475),204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
630,209000,2017,69000,Blå,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
631,221729,1999,210000,Metallic,300 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
632,100000,2016,61818,Polar White,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
633,227189,2020,85000,Sølv,131 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
634,260729,1984,18000,Totone Beige Brun,152 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
635,169729,2004,191000,Svart,299 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
636,196729,2005,225000,Gull,166 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
637,204034,2018,60800,Florettsølv,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
638,254034,2014,97500,mørke blå,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
639,139034,2011,207000,Grå metallic,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
640,256534,2017,73500,Svart,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
641,115034,2012,283000,Metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
642,199000,2015,133000,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
643,199900,2017,108200,Mørk blå metalikk,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
644,239800,2020,41990,Grå,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
645,199800,2017,112000,Hvit,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
646,129000,2017,78300,Gråblå met,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
647,169900,2015,148900,Blågrå metalikk,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
648,229900,2015,91600,Lys blå metalikk,184 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
649,110034,2013,69900,Hvit,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
650,119900,2016,150300,Rød,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
651,259900,2018,78000,Blue Atlantic metallic,136 Hk,36 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
652,289900,2018,37000,Metallic,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
653,249800,2020,37378,Blå,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
654,141729,2010,180000,Svart,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
655,239800,2020,32136,Svart,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
656,201009,2018,67000,Lys mint,109 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
657,269000,2013,181054,Obsedian Black - metallic lakk,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
658,219900,2017,93551,Hvit,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
659,129900,2017,120350,Blå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
660,279000,2019,71000,Grå,170 Hk,,charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
661,249900,2019,19000,Tungsten Silver,136 Hk,36 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
662,178000,2010,207000,Grå met.,245 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
663,110000,1990,53000,Rød,90 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
664,106729,2008,168309,Obsidiab svart metallic,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
665,289800,2019,37794,Svart,187 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
666,274800,2016,92500,Svart,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
667,199000,2019,104349,Hvit,224 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
668,159900,2015,111200,Dakotagrå,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
669,102880,2016,28750,Grå,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
670,209900,2018,18000,Metallic,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
671,269000,2018,49500,Cosmos svart Metallic,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
672,224000,2019,76500,Deep black perlmet.,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
673,280000,2010,202966,Tiefsee-Blau Metallic,245 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
674,126729,2006,261400,Grå Metallic,166 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
675,139000,2014,86300,Grå,128 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
676,209000,2014,84000,Svart,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
677,219990,2016,107000,Grå,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
678,289900,2020,19000,Blue Metallic,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
679,288000,2019,39945,Hvit perlemor,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
680,159000,2013,96868,Fantomsort,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
681,179000,2011,169916,Savile Grey Metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
682,229900,2016,104188,mountain grey - metallic-lakk,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
683,259900,2018,38697,Indiumgrey,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
684,199000,2014,101822,Sølv,151 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
685,229900,2016,86000,Sølv,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
686,198900,2019,45000,Magnetic Grey,101 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
687,239900,2015,162200,Moondust SIlver,200 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
688,149000,2019,41631,Hvit,110 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
689,199000,2018,69473,Mythossort,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
690,279900,2016,82142,Nocciola (Metallic),180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
691,179000,2016,117100,Grå,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
692,219934,2017,104000,Grå metallic,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
693,254900,2016,97700,Metallic,231 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
694,179000,2016,363000,Grå,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
695,259000,2019,44307,Pure White,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
696,199000,2019,51650,Blå,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
697,239000,2017,61500,Platinum silver metallic/accent BMW i (L0C2U),170 Hk,,charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
698,138900,2012,167200,Svart,140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
699,144389,2019,25265,Grå,102 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
700,168500,2012,90000,Black Sapphire Metallic,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
701,119900,2015,49151,Metallic,109 Hk,24 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
702,194900,2014,116850,Metallic,124 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
703,179000,2019,52374,Reflexsilver met,95 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
704,149000,2016,54000,Svart,109 Hk,24 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
705,164900,2014,149133,Ginger Ale (Grønn),140 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
706,229000,2019,61660,Metallic,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
707,154900,2017,91200,Magnetic,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
708,119995,2009,191000,Hvit,177 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
709,179000,2016,120300,Grå,204 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
710,129880,2015,90000,Blazingrød metallic,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
711,258000,2019,24500,Reflexsilver met,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
712,239900,2018,70700,Brun,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
713,239000,2020,34392,Hvit,100 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
714,169900,2008,167841,SØLV METALLIC,117 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
715,265000,2018,52000,Flowing Mineral grå met,170 Hk,,fully_charged,https://www.finn.no/car/used/ad.html?finnkode=272341475
716,279900,2020,23551,Dover White,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
717,229900,2018,48143,Black Metallic,109 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
718,249000,2018,41500,Metalic,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
719,228900,2016,109344,Svart,279 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
720,289900,2021,1952,Rød,150 Hk,40 kWh,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
721,219000,2018,88000,Hvit Perle,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
722,269000,2016,116000,BLACK SAPPHIRE METALLIC,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
723,169999,2016,68500,Svart,120 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
724,199000,2014,123000,Sølvmetallic,155 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
725,109900,2013,166000,HVIT METALLIC,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
726,115000,2010,300000,Grå,170 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
727,169000,2011,110000,Metallic,163 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
728,249000,2018,39900,Candyhvit,125 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
729,279000,2020,21524,Grønn,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
730,179000,2013,111000,Hvit,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
731,169900,2014,194000,GRÅ METALLIC,136 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
732,169000,2016,69000,Grå Metallic,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
733,219900,2016,91508,Hvit platina,180 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
734,249000,2018,52095,Svart,122 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
735,129000,1994,193000,Blå,121 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
736,239000,2017,78500,Svart,202 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
737,259000,2004,345800,Rød,325 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
738,289900,2016,72880,Grå,250 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
739,189000,2017,96700,Sølv,141 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
740,179000,2016,46039,Rød,116 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
741,289900,2020,23087,Phantom Red,143 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
742,259900,2019,40570,Brilliant White Pearl,150 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
743,199900,2015,175033,Svart,283 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
744,219000,2020,9466,Reflexsilver met,95 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
745,164900,2016,43258,Svart,115 Hk,,unknown,https://www.finn.no/car/used/ad.html?finnkode=272341475
